lr_groups,iter,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L1_std,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/best/L1_std,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,val/last improve/L1_std,test/current/time,test/current/steps,test/current/overall time,test/current/overall steps,test/current/mse,test/current/L2^2,test/current/mae,test/current/L1,test/current/L1_std,test/current/L2,test/best/mse,test/best/L2^2,test/best/mae,test/best/L1,test/best/L1_std,test/last improve/mse,test/last improve/L2^2,test/last improve/mae,test/last improve/L1,test/last improve/L1_std,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L1_std,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/best/L1_std,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,train/last improve/L1_std,initial_stats/test_initial/time,initial_stats/test_initial/steps,initial_stats/test_initial/overall time,initial_stats/test_initial/overall steps,initial_stats/test_initial/mse,initial_stats/test_initial/L2^2,initial_stats/test_initial/mae,initial_stats/test_initial/L1,initial_stats/test_initial/L1_std,initial_stats/test_initial/L2,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L1_std,initial_stats/val_initial/L2
[0.01],0,False,1,07720_00004,2023-11-25_06-43-40,1700865820,1190.3205952644348,1190.3205952644348,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,1190.3205952644348,1,53749,0.5085184574127197,1,1.079303503036499,2.0,0.0022690212354063988,0.0005220049642957747,0.031009908765554428,0.016013743355870247,0.016296232119202614,0.02284742795799507,0.0022690212354063988,0.0005220049642957747,0.031009908765554428,0.016013743355870247,0.016296232119202614,0,0,0,0,0,0.4731767177581787,1,1.3084933757781982,2.0,0.0022551114670932293,0.0005230123060755432,0.030867137014865875,0.015997501090168953,0.016343027353286743,0.022869462304032057,0.0022551114670932293,0.0005230123060755432,0.030867137014865875,0.015997501090168953,0.016343027353286743,0,0,0,0,0,1189.3077974319458,2000,1189.3077974319458,2000.0,1.2061344089508057,0.3023780128657818,0.6333959091305733,0.34011172775924203,0.4258627634197473,0.5498890914227903,1.2061344089508057,0.3023780128657818,0.6333959091305733,0.34011172775924203,0.4258627634197473,0,0,0,0,0,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.01],1,False,2,07720_00004,2023-11-25_07-03-38,1700867018,1198.6174991130829,2388.9380943775177,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,2388.9380943775177,2,53749,0.5183236598968506,1,1.5976271629333496,3.0,0.0023678166326135397,0.0004068089183419943,0.02815588004887104,0.014299609698355198,0.014224337413907051,0.020169504662782233,0.0022690212354063988,0.0004068089183419943,0.02815588004887104,0.014299609698355198,0.014224337413907051,1,0,0,0,0,0.45630407333374023,1,1.7647974491119385,3.0,0.0023266784846782684,0.0004095690092071891,0.028169190511107445,0.014324266463518143,0.014296365901827812,0.020237811373940342,0.0022551114670932293,0.0004095690092071891,0.028169190511107445,0.014324266463518143,0.014296365901827812,1,0,0,0,0,1197.6131975650787,2000,2386.9209949970245,4000.0,1.1902576885819436,0.29376077342033385,0.6282983361780643,0.33656529369950294,0.4246939797997475,0.5419970234423191,1.1902576885819436,0.29376077342033385,0.6282983361780643,0.33656529369950294,0.4246939797997475,0,0,0,0,0,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.0025],2,False,3,07720_00004,2023-11-25_07-23-34,1700868214,1195.257489681244,3584.1955840587616,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,3584.1955840587616,3,53749,0.5374972820281982,1,2.135124444961548,4.0,0.0014741580234840512,0.00017576070968061686,0.019436432048678398,0.009070768021047115,0.009668643586337566,0.013257477500664177,0.0014741580234840512,0.00017576070968061686,0.019436432048678398,0.009070768021047115,0.009668643586337566,0,0,0,0,0,0.47150683403015137,1,2.23630428314209,4.0,0.001579955336637795,0.00017920629761647433,0.01966291107237339,0.009165218099951744,0.009757348336279392,0.013386795644084298,0.001579955336637795,0.00017920629761647433,0.01966291107237339,0.009165218099951744,0.009757348336279392,0,0,0,0,0,1194.217514038086,2000,3581.1385090351105,6000.0,1.189033085167408,0.29365893998742104,0.6277378297448158,0.33640268684923647,0.4248117744922638,0.541903072502289,1.189033085167408,0.29365893998742104,0.6277378297448158,0.33640268684923647,0.4246939797997475,0,0,0,0,1,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.0025],3,False,4,07720_00004,2023-11-25_07-43-30,1700869410,1196.8405711650848,4781.036155223846,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,4781.036155223846,4,53749,0.5251328945159912,1,2.660257339477539,5.0,0.0010707390028983355,0.00018079494475387037,0.020153239369392395,0.009652075357735157,0.009361255913972855,0.01344600106923506,0.0010707390028983355,0.00017576070968061686,0.019436432048678398,0.009070768021047115,0.009361255913972855,0,1,1,1,0,0.46016573905944824,1,2.696470022201538,5.0,0.0010228563332930207,0.00018462831212673336,0.020083079114556313,0.009713358245790005,0.00950156431645155,0.01358780012094428,0.0010228563332930207,0.00017920629761647433,0.01966291107237339,0.009165218099951744,0.00950156431645155,0,1,1,1,0,1195.8229267597198,2000,4776.96143579483,8000.0,1.1890328665971757,0.29360517957806587,0.6277398171722889,0.33636607195436957,0.4247663372308016,0.541853466887558,1.1890328665971757,0.29360517957806587,0.6277378297448158,0.33636607195436957,0.4246939797997475,0,0,1,0,2,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.000625],4,False,5,07720_00004,2023-11-25_08-03-37,1700870617,1206.4448835849762,5987.481038808823,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,5987.481038808823,5,53749,0.5302765369415283,1,3.1905338764190674,6.0,0.0006594170699827373,0.00012928144133184105,0.01602144166827202,0.007795946206897497,0.008276788517832756,0.011370199705011387,0.0006594170699827373,0.00012928144133184105,0.01602144166827202,0.007795946206897497,0.008276788517832756,0,0,0,0,0,0.46166515350341797,1,3.158135175704956,6.0,0.0006345306755974889,0.00012891007645521313,0.01602761074900627,0.007808499038219452,0.008242449723184109,0.01135385733815663,0.0006345306755974889,0.00012891007645521313,0.01602761074900627,0.007808499038219452,0.008242449723184109,0,0,0,0,0,1205.4219069480896,2000,5982.38334274292,10000.0,1.1891332635879517,0.2936172906309366,0.6276564086079598,0.3363726716041565,0.42479850180447104,0.5418646423517008,1.1890328665971757,0.29360517957806587,0.6276564086079598,0.33636607195436957,0.4246939797997475,1,1,0,1,3,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.000625],5,False,6,07720_00004,2023-11-25_08-23-37,1700871817,1200.4171516895294,7187.898190498352,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,7187.898190498352,6,53749,0.5338575839996338,1,3.724391460418701,7.0,0.0007085154065862298,0.00012392978533171117,0.016203349456191063,0.007633623667061329,0.008102969266474247,0.011132375547550989,0.0006594170699827373,0.00012392978533171117,0.01602144166827202,0.007633623667061329,0.008102969266474247,1,0,1,0,0,0.4691455364227295,1,3.6272807121276855,7.0,nan,nan,nan,nan,nan,nan,0.0006345306755974889,0.00012891007645521313,0.01602761074900627,0.007808499038219452,0.008242449723184109,1,1,1,1,1,1199.3827180862427,2000,7181.766060829163,12000.0,1.1885616408586501,0.29352845415472983,0.6275342163443566,0.3362948392033577,0.4247549423277378,0.5417826632098243,1.1885616408586501,0.29352845415472983,0.6275342163443566,0.3362948392033577,0.4246939797997475,0,0,0,0,4,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.00015625],6,False,7,07720_00004,2023-11-25_08-43-45,1700873025,1207.1706445217133,8395.068835020065,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,8395.068835020065,7,53749,0.5104637145996094,1,4.2348551750183105,8.0,0.00032703400938771665,7.092194573488086e-05,0.0109254140406847,0.005483775865286589,0.006391438655555248,0.008421516831003834,0.00032703400938771665,7.092194573488086e-05,0.0109254140406847,0.005483775865286589,0.006391438655555248,0,0,0,0,0,0.5381155014038086,1,4.165396213531494,8.0,0.00031837212736718357,7.198459206847474e-05,0.010993209667503834,0.005526162218302488,0.006437893025577068,0.00848437340458768,0.00031837212736718357,7.198459206847474e-05,0.010993209667503834,0.005526162218302488,0.006437893025577068,0,0,0,0,0,1206.091252565384,2000,8387.857313394547,14000.0,1.188925793468952,0.29364779621362685,0.6275789425373077,0.33633068673312666,0.4248777709752321,0.5418927903318393,1.1885616408586501,0.29352845415472983,0.6275342163443566,0.3362948392033577,0.4246939797997475,1,1,1,1,5,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[0.00015625],7,False,8,07720_00004,2023-11-25_09-03-45,1700874225,1199.952171087265,9595.02100610733,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,9595.02100610733,8,53749,0.5041265487670898,1,4.7389817237854,9.0,0.00038904460961930454,6.819167174398899e-05,0.011121679097414017,0.005485555622726679,0.006172573659569025,0.008257824879711908,0.00032703400938771665,6.819167174398899e-05,0.0109254140406847,0.005483775865286589,0.006172573659569025,1,0,1,1,0,0.5695853233337402,1,4.734981536865234,9.0,0.00036444319994188845,6.766818114556372e-05,0.010995226912200451,0.005450801458209753,0.006160947028547525,0.008226067173659824,0.00031837212736718357,6.766818114556372e-05,0.010993209667503834,0.005450801458209753,0.006160947028547525,1,0,1,0,0,1198.8447513580322,2000,9586.702064752579,16000.0,1.1886552819013596,0.2935961657166481,0.6274481139779091,0.33625503101944926,0.4248765887469053,0.5418451492046857,1.1885616408586501,0.29352845415472983,0.6274481139779091,0.33625503101944926,0.4246939797997475,2,2,0,0,6,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[3.90625e-05],8,False,9,07720_00004,2023-11-25_09-23-43,1700875423,1198.3823592662811,10793.403365373611,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,10793.403365373611,9,53749,0.5282914638519287,1,5.267273187637329,10.0,0.0003652091254480183,6.0789760027546436e-05,0.010820114053785801,0.0050832913257181644,0.005911869928240776,0.007796778823818618,0.00032703400938771665,6.0789760027546436e-05,0.010820114053785801,0.0050832913257181644,0.005911869928240776,2,0,0,0,0,0.569711446762085,1,5.304692983627319,10.0,0.0003632831503637135,6.0015576309524477e-05,0.01082706917077303,0.005080503411591053,0.005848447326570749,0.007746972073624925,0.00031837212736718357,6.0015576309524477e-05,0.01082706917077303,0.005080503411591053,0.005848447326570749,2,0,0,0,0,1197.2547993659973,2000,10783.956864118576,18000.0,1.1881810428500175,0.293481407597661,0.6273466150164604,0.3361949979364872,0.4247920193970203,0.5417392431766975,1.1881810428500175,0.293481407597661,0.6273466150164604,0.3361949979364872,0.4246939797997475,0,0,0,0,7,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
[3.90625e-05],9,False,10,07720_00004,2023-11-25_09-43-42,1700876622,1199.146470785141,11992.549836158752,106183,sepc622.se.cuhk.edu.hk,137.189.58.22,11992.549836158752,10,53749,0.5234882831573486,1,5.790761470794678,11.0,0.0003163338406011462,5.282045094645582e-05,0.010128616355359554,0.0048080249689519405,0.005450101103633642,0.0072677679480330016,0.0003163338406011462,5.282045094645582e-05,0.010128616355359554,0.0048080249689519405,0.005450101103633642,0,0,0,0,0,0.5784459114074707,1,5.88313889503479,11.0,0.0003336133377160877,5.3682506404584274e-05,0.01021570898592472,0.004830521531403065,0.005508976522833109,0.007326834678398597,0.00031837212736718357,5.3682506404584274e-05,0.01021570898592472,0.004830521531403065,0.005508976522833109,3,0,0,0,0,1198.0113279819489,2000,11981.968192100525,20000.0,1.1882256736159325,0.29348686525225637,0.6273924665153027,0.3362176466435194,0.4247802551388741,0.5417442803133747,1.1881810428500175,0.293481407597661,0.6273466150164604,0.3361949979364872,0.4246939797997475,1,1,1,1,8,0.8353166580200195,1,0.8353166580200195,1.0,1.509865164756775,0.15274783968925476,0.7987156510353088,0.3376752734184265,0.1967831254005432,0.39082968117743405,0.5707850456237793,1,0.5707850456237793,1.0,1.5292408466339111,0.15287943184375763,0.8002391457557678,0.3374525308609009,0.19749818742275238,0.3909979946799697
