lr_groups,iter,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L2
[0.01],0,False,1,9396d_00001,2023-09-30_16-38-00,1696063080,29.49980926513672,29.49980926513672,243775,sepc622.se.cuhk.edu.hk,137.189.58.22,29.49980926513672,1,908,0.8873593807220459,150,2.0416648387908936,300.0,0.001657141187073042,0.00024169411248294636,0.032938449953993164,0.012065887215236822,0.015546514480196078,0.001657141187073042,0.00024169411248294636,0.032938449953993164,0.012065887215236822,0,0,0,0,28.611659049987793,2000,28.611659049987793,2000.0,2.2275061064958575,0.7417051057070494,1.1087567577958106,0.5141667577028275,0.8612230290157419,2.2275061064958575,0.7417051057070494,1.1087567577958106,0.5141667577028275,0,0,0,0,1.1543054580688477,150,1.1543054580688477,150.0,4.155019493103027,0.4058840505282084,1.9243022219340007,0.6285710406303405,0.6370903001366512
