lr_groups,iter,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L2
[0.01],0,False,1,aed00_00002,2023-10-02_00-58-58,1696179538,47.437756061553955,47.437756061553955,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,47.437756061553955,1,2815,1.5191564559936523,150,3.523211717605591,300.0,0.0010307015758007764,0.00032144260165902476,0.017844974224766094,0.010715233124792577,0.017928820420178924,0.0010307015758007764,0.00032144260165902476,0.017844974224766094,0.010715233124792577,0,0,0,0,45.917869091033936,2000,45.917869091033936,2000.0,0.42519290958344935,0.14378224859386682,0.30556885159015656,0.18278025662899017,0.379186298003853,0.42519290958344935,0.14378224859386682,0.30556885159015656,0.18278025662899017,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.01],1,False,2,aed00_00002,2023-10-02_00-59-44,1696179584,46.46919560432434,93.9069516658783,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,93.9069516658783,2,2815,1.5728328227996826,150,5.096044540405273,450.0,0.000797718451746429,0.0002481452034165462,0.015284373269726833,0.009069052605579296,0.015752625286489432,0.000797718451746429,0.0002481452034165462,0.015284373269726833,0.009069052605579296,0,0,0,0,44.895482540130615,2000,90.81335163116455,4000.0,0.4231174946427345,0.14296064404398204,0.3043094040453434,0.1818969458192587,0.37810136741882067,0.4231174946427345,0.14296064404398204,0.3043094040453434,0.1818969458192587,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.0025],2,False,3,aed00_00002,2023-10-02_01-00-31,1696179631,46.74295926094055,140.64991092681885,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,140.64991092681885,3,2815,1.5179576873779297,150,6.614002227783203,600.0,0.0008161799962787578,0.00017592654233643165,0.013407605718821287,0.007559621352702379,0.013263730332618786,0.000797718451746429,0.00017592654233643165,0.013407605718821287,0.007559621352702379,1,0,0,0,45.22433686256409,2000,136.03768849372864,6000.0,0.422676217392087,0.14291009462624787,0.30409011283516885,0.18183336252719165,0.3780345151256005,0.422676217392087,0.14291009462624787,0.30409011283516885,0.18183336252719165,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.0025],3,False,4,aed00_00002,2023-10-02_01-01-17,1696179677,46.33356285095215,186.983473777771,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,186.983473777771,4,2815,1.5209131240844727,150,8.134915351867676,750.0,0.00048369054857175795,0.00016869649203727022,0.012416079665223758,0.007816159762442113,0.01298832137103445,0.00048369054857175795,0.00016869649203727022,0.012416079665223758,0.007559621352702379,0,0,0,1,44.81206393241882,2000,180.84975242614746,8000.0,0.4224406045377255,0.14280831288546325,0.30405107222497463,0.18181978377699853,0.3778998715076035,0.4224406045377255,0.14280831288546325,0.30405107222497463,0.18181978377699853,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.000625],4,False,5,aed00_00002,2023-10-02_01-02-04,1696179724,46.432013511657715,233.4154872894287,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,233.4154872894287,5,2815,1.522386074066162,150,9.657301425933838,900.0,0.0003910143914011618,0.00010587116853760866,0.009855463771770398,0.005765892652173837,0.010289371629871704,0.0003910143914011618,0.00010587116853760866,0.009855463771770398,0.005765892652173837,0,0,0,0,44.90919542312622,2000,225.75894784927368,10000.0,0.422397073879838,0.14288414871692656,0.30398480807244777,0.18180492074787616,0.37800019671546015,0.422397073879838,0.14280831288546325,0.30398480807244777,0.18180492074787616,0,1,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.000625],5,False,6,aed00_00002,2023-10-02_01-02-50,1696179770,46.45552349090576,279.8710107803345,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,279.8710107803345,6,2815,1.5204894542694092,150,11.177790880203247,1050.0,0.00024263962589126702,9.558159309866217e-05,0.008534964571396509,0.005527881442879637,0.00977658391764026,0.00024263962589126702,9.558159309866217e-05,0.008534964571396509,0.005527881442879637,0,0,0,0,44.93433618545532,2000,270.693284034729,12000.0,0.42228686188161374,0.14278513235598803,0.3039707514494657,0.18179134000092745,0.37786920006265134,0.42228686188161374,0.14278513235598803,0.3039707514494657,0.18179134000092745,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.00015625],6,False,7,aed00_00002,2023-10-02_01-03-37,1696179817,46.584901571273804,326.4559123516083,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,326.4559123516083,7,2815,1.5323972702026367,150,12.710188150405884,1200.0,0.00016779416114635144,7.470252399798483e-05,0.006980515361453096,0.004681765120476484,0.008643062188714416,0.00016779416114635144,7.470252399798483e-05,0.006980515361453096,0.004681765120476484,0,0,0,0,45.052003383636475,2000,315.7452874183655,14000.0,0.42230402046442034,0.14282051014900207,0.30394912654161454,0.18177001882344485,0.37791600938436315,0.42228686188161374,0.14278513235598803,0.30394912654161454,0.18177001882344485,1,1,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[0.00015625],7,False,8,aed00_00002,2023-10-02_01-04-23,1696179863,46.46980118751526,372.92571353912354,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,372.92571353912354,8,2815,1.5281100273132324,150,14.238298177719116,1350.0,0.00017573904721454408,7.636395443114452e-05,0.007104733185842633,0.004726456720381975,0.00873864717397061,0.00016779416114635144,7.470252399798483e-05,0.006980515361453096,0.004681765120476484,1,1,1,1,44.94115734100342,2000,360.6864447593689,16000.0,0.4221268658339977,0.14274315967410803,0.30389878831803796,0.18175708673894406,0.3778136573419601,0.4221268658339977,0.14274315967410803,0.30389878831803796,0.18175708673894406,0,0,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[3.90625e-05],8,False,9,aed00_00002,2023-10-02_01-05-10,1696179910,46.53156280517578,419.4572763442993,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,419.4572763442993,9,2815,1.522597312927246,150,15.760895490646362,1500.0,0.00015385857016857093,6.942205912006709e-05,0.006649315425505241,0.004492086013779044,0.00833199010561505,0.00015385857016857093,6.942205912006709e-05,0.006649315425505241,0.004492086013779044,0,0,0,0,45.00855207443237,2000,405.69499683380127,18000.0,0.4221991654485464,0.14280804929882288,0.3039114727526903,0.18176290064305067,0.3778995227554844,0.4221268658339977,0.14274315967410803,0.30389878831803796,0.18175708673894406,1,1,1,1,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
[3.90625e-05],9,False,10,aed00_00002,2023-10-02_01-05-57,1696179957,47.74145722389221,467.1987335681915,155329,sepc622.se.cuhk.edu.hk,137.189.58.22,467.1987335681915,10,2815,1.5157954692840576,150,17.27669095993042,1650.0,0.0001560137837077491,6.957528661587276e-05,0.006698636257400115,0.00450139308348298,0.008341180169248999,0.00015385857016857093,6.942205912006709e-05,0.006649315425505241,0.004492086013779044,1,1,1,1,46.225048542022705,2000,451.920045375824,20000.0,0.42221643340587617,0.14281373259425162,0.3038926843106747,0.18174500560760498,0.37790704226602023,0.4221268658339977,0.14274315967410803,0.3038926843106747,0.18174500560760498,2,2,0,0,2.0040552616119385,150,2.0040552616119385,150.0,0.6645254556337993,0.06887264162302018,0.39914526283741,0.19806522697210313,0.2624359762361483
