lr_groups,iter,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L2
[0.01],0,False,1,e3830_00001,2023-10-01_23-48-47,1696175327,43.85172915458679,43.85172915458679,128939,sepc622.se.cuhk.edu.hk,137.189.58.22,43.85172915458679,1,2275,1.1121172904968262,150,2.580460548400879,300.0,0.0015861349847788612,0.0006594594261453798,0.026261574923992156,0.017366428524255753,0.025679942097780902,0.0015861349847788612,0.0006594594261453798,0.026261574923992156,0.017366428524255753,0,0,0,0,42.73882722854614,2000,42.73882722854614,2000.0,0.5258490017056465,0.17880945505946874,0.35928942960500715,0.21016544990986585,0.422858670313698,0.5258490017056465,0.17880945505946874,0.35928942960500715,0.21016544990986585,0,0,0,0,1.4683432579040527,150,1.4683432579040527,150.0,0.5593069382508595,0.10721118688583374,0.489365008076032,0.2509192737936974,0.3274311941245576
[0.01],1,False,2,e3830_00001,2023-10-01_23-49-31,1696175371,43.41195034980774,87.26367950439453,128939,sepc622.se.cuhk.edu.hk,137.189.58.22,87.26367950439453,2,2275,1.1071107387542725,150,3.6875712871551514,450.0,0.001767522304629286,0.0008030607093436023,0.029755779455105463,0.019736525888244313,0.0283383258034698,0.0015861349847788612,0.0006594594261453798,0.026261574923992156,0.017366428524255753,1,1,1,1,42.30416822433472,2000,85.04299545288086,4000.0,0.5231184875369072,0.17824037319421768,0.3578090081810951,0.20922313788533212,0.42218523564214994,0.5231184875369072,0.17824037319421768,0.3578090081810951,0.20922313788533212,0,0,0,0,1.4683432579040527,150,1.4683432579040527,150.0,0.5593069382508595,0.10721118688583374,0.489365008076032,0.2509192737936974,0.3274311941245576
[0.0025],2,True,3,e3830_00001,2023-10-01_23-50-14,1696175414,43.56619930267334,130.82987880706787,128939,sepc622.se.cuhk.edu.hk,137.189.58.22,130.82987880706787,3,2275,1.1265532970428467,150,4.814124584197998,600.0,0.0009494229732081294,0.0005516092184310158,0.020326966755092143,0.014253378274540107,0.023486362392482488,0.0009494229732081294,0.0005516092184310158,0.020326966755092143,0.014253378274540107,0,0,0,0,42.4390811920166,2000,127.48207664489746,6000.0,0.5225720403492451,0.1781928172186017,0.35741529390215876,0.20902629677206278,0.42212891066426816,0.5225720403492451,0.1781928172186017,0.35741529390215876,0.20902629677206278,0,0,0,0,1.4683432579040527,150,1.4683432579040527,150.0,0.5593069382508595,0.10721118688583374,0.489365008076032,0.2509192737936974,0.3274311941245576
